Unnamed: 0,Bonus_miles,ID#,clust,cc1_miles,cc2_miles,cc3_miles
938,13617,949,3,3,1,1
939,23992,950,3,3,1,1
940,21107,951,2,1,3,1
941,894,952,1,1,1,1
942,21920,953,3,3,1,1
943,7552,954,1,1,1,1
944,14002,955,1,3,1,1
945,150,956,1,1,1,1
946,21881,957,3,3,1,1
947,91660,958,3,5,1,1
948,16688,959,3,3,1,1
949,3291,960,1,1,1,1
950,6498,961,1,2,1,1
951,2833,962,1,1,1,1
952,7197,963,1,2,1,1
953,24943,964,3,3,1,1
954,48963,965,3,3,1,1
955,68320,966,3,5,1,1
956,1945,967,1,1,1,1
957,0,968,1,1,1,1
958,15732,969,0,4,1,1
959,21426,970,3,3,1,1
960,0,971,1,1,1,1
961,0,972,1,1,1,1
962,41586,973,3,4,1,1
963,53521,974,3,5,1,1
964,19649,975,3,3,1,1
965,4300,976,1,1,1,1
966,44130,977,0,4,1,1
967,0,978,1,1,1,1
968,2946,979,1,1,1,1
969,30451,980,3,4,1,1
970,2850,981,1,1,1,1
971,16239,982,3,3,1,1
972,75540,983,3,5,1,1
973,6957,984,1,2,1,1
974,769,985,1,1,1,1
975,35166,986,3,3,1,1
976,7826,987,0,1,1,1
977,64937,988,3,5,1,1
978,15107,989,1,3,1,1
979,41854,990,3,4,1,1
980,21065,991,3,3,1,1
981,6893,992,1,1,1,1
982,2815,993,1,1,1,1
983,16197,994,3,3,1,1
984,61971,995,3,5,1,1
985,0,996,1,1,1,1
986,3128,997,1,1,1,1
987,19173,998,3,3,1,1
988,17424,999,3,3,1,1
989,15774,1000,3,3,1,1
990,0,1001,1,1,1,1
991,7171,1002,3,1,1,1
992,32334,1003,3,4,1,1
993,59012,1004,3,5,1,1
994,2074,1005,1,1,1,1
995,23503,1006,3,3,1,1
996,0,1007,1,1,1,1
997,62107,1008,3,5,1,1
998,54818,1009,3,4,1,1
999,50120,1010,3,5,1,1
1000,63060,1011,3,5,1,1
1001,22206,1012,3,3,1,1
1002,0,1013,1,1,1,1
1003,31471,1014,3,4,1,1
1004,16293,1015,3,2,1,1
1005,9982,1016,1,2,1,1
1006,0,1017,1,1,1,1
1007,2900,1018,1,1,1,1
1008,7973,1019,1,2,1,1
1009,43825,1020,3,4,1,1
1010,24415,1021,1,1,1,1
1011,0,1022,1,1,1,1
1012,441,1023,1,1,1,1
1013,500,1024,1,1,1,1
1014,12100,1025,0,1,1,1
1015,5359,1026,1,1,1,1
1016,2620,1027,1,1,1,1
1017,32115,1028,3,3,1,1
1018,15103,1029,3,3,1,1
1019,3225,1030,1,1,1,1
1020,26695,1031,3,3,1,1
1021,3750,1032,1,1,1,1
1022,26706,1033,3,2,1,1
1023,200,1034,1,1,1,1
1024,3084,1035,1,1,1,1
1025,11786,1036,1,1,1,1
1026,5345,1037,1,1,1,1
1027,0,1038,1,1,1,1
1028,17385,1039,1,3,1,1
1029,16907,1040,1,3,1,1
1030,1100,1041,1,1,1,1
1031,11821,1042,1,3,1,1
1032,37541,1043,0,4,1,1
1033,27799,1044,3,3,1,1
1034,2280,1045,1,1,1,1
1035,10232,1046,1,2,1,1
1036,73881,1047,4,4,1,3
1037,34448,1048,3,4,1,1
1038,81,1049,1,1,1,1
1039,11140,1050,3,2,1,1
1040,1600,1051,1,1,1,1
1041,6172,1052,1,1,1,1
1042,68013,1053,3,5,1,1
1043,11323,1054,3,3,1,1
1044,33050,1055,1,1,1,1
1045,3100,1056,1,1,1,1
1046,18124,1057,3,3,1,1
1047,68663,1058,3,5,1,1
1048,31745,1059,3,4,1,1
1049,51202,1060,3,4,1,1
1050,475,1061,1,1,1,1
1051,12282,1062,1,2,1,1
1052,38635,1063,3,4,1,1
1053,71312,1064,3,5,1,1
1054,14507,1065,1,3,1,1
1055,56792,1066,3,5,1,1
1056,69262,1067,3,5,1,1
1057,16106,1068,3,3,1,1
1058,79216,1069,3,5,1,1
1059,8042,1070,1,1,1,1
1060,2850,1071,1,1,1,1
1061,14189,1072,0,1,1,1
1062,7761,1073,1,2,1,1
1063,3250,1074,1,1,1,1
1064,77694,1075,0,5,1,1
1065,24091,1076,3,3,1,1
1066,26650,1077,1,1,1,1
1067,26366,1078,3,4,1,1
1068,33801,1079,3,4,1,1
1069,19318,1080,1,3,1,1
1070,27754,1081,3,4,1,1
1071,19931,1082,3,3,1,1
1072,500,1083,1,1,1,1
1073,13667,1084,1,3,1,1
1074,8956,1085,1,2,1,1
1075,433,1086,1,1,1,1
1076,70454,1087,3,5,1,1
1077,0,1088,1,1,1,1
1078,6264,1089,1,1,1,1
1079,14000,1090,1,1,1,1
1080,10000,1092,1,1,1,1
1081,2500,1093,1,1,1,1
1082,2000,1094,1,1,1,1
1083,2875,1095,1,1,1,1
1084,6027,1096,3,2,1,1
1085,48708,1097,3,4,1,1
1086,7539,1098,1,2,1,1
1087,22956,1099,3,3,1,1
1088,8000,1100,1,1,1,1
1089,1500,1101,1,1,1,1
1090,5265,1102,1,1,1,1
1091,1250,1103,1,1,1,1
1092,0,1104,1,1,1,1
1093,39561,1105,3,4,1,1
1094,1250,1106,1,1,1,1
1095,8144,1107,1,1,1,1
1096,6115,1108,1,2,1,1
1097,27320,1109,1,2,1,1
1098,519,1110,1,1,1,1
1099,60978,1111,3,4,1,1
1100,0,1112,1,1,1,1
1101,10771,1113,1,3,1,1
1102,140573,1114,3,5,1,1
1103,95918,1115,3,5,1,1
1104,12656,1116,1,3,1,1
1105,44932,1117,3,4,1,1
1106,66150,1118,3,5,1,1
1107,3430,1119,1,1,1,1
1108,31347,1120,3,2,1,1
1109,10192,1121,1,2,1,1
1110,51296,1122,3,4,1,1
1111,136704,1123,3,5,1,1
1112,32355,1124,3,4,1,1
1113,90605,1125,3,5,1,1
1114,14218,1126,1,2,1,1
1115,24215,1127,3,1,1,1
1116,17740,1128,1,3,1,1
1117,15906,1129,3,3,1,1
1118,0,1130,1,1,1,1
1119,40279,1131,3,4,1,1
1120,1000,1132,1,1,1,1
1121,14506,1133,1,3,1,1
1122,8209,1134,0,1,1,1
1123,58335,1135,3,5,1,1
1124,105449,1136,3,5,1,1
1125,32105,1137,3,4,1,1
1126,18202,1138,3,2,1,1
1127,8625,1139,1,2,1,1
1128,30775,1140,3,3,1,1
1129,1375,1141,1,1,1,1
1130,37535,1142,3,4,1,1
1131,14500,1143,1,1,1,1
1132,500,1144,1,1,1,1
1133,8199,1145,1,2,1,1
1134,64968,1146,3,4,1,1
1135,14775,1147,3,3,1,1
1136,12533,1148,1,2,1,1
1137,1770,1149,1,1,1,1
1138,49052,1150,3,4,1,1
1139,4066,1151,1,1,1,1
1140,72129,1152,3,5,1,1
1141,20809,1153,3,3,1,1
1142,0,1154,1,1,1,1
1143,22506,1155,3,3,1,1
1144,28964,1156,1,1,1,1
1145,8500,1157,1,1,1,1
1146,7225,1158,1,1,1,1
1147,15062,1159,1,1,1,1
1148,17303,1160,3,1,1,1
1149,6894,1161,2,1,2,1
1150,17950,1162,0,1,1,1
1151,1625,1163,1,1,1,1
1152,1000,1164,1,1,1,1
1153,17494,1165,1,3,1,1
1154,64754,1166,3,5,1,1
1155,25891,1167,3,3,1,1
1156,5032,1168,1,1,1,1
1157,12744,1169,3,3,1,1
1158,63706,1170,3,5,1,1
1159,0,1171,1,1,1,1
1160,17235,1172,3,3,1,1
1161,0,1173,1,1,1,1
1162,22914,1174,1,3,1,1
1163,77333,1175,3,5,1,1
1164,11712,1176,3,2,1,1
1165,14766,1177,1,3,1,1
1166,4231,1178,1,1,1,1
1167,1625,1179,1,1,1,1
1168,38127,1180,3,4,1,1
1169,29271,1181,3,4,1,1
1170,9302,1182,1,2,1,1
1171,21873,1183,3,3,1,1
1172,18120,1184,3,3,1,1
1173,15891,1185,3,3,1,1
1174,15392,1186,3,3,1,1
1175,14506,1187,1,3,1,1
1176,13175,1188,3,3,1,1
1177,12717,1189,3,3,1,1
1178,28959,1190,3,4,1,1
1179,26996,1191,1,1,1,1
1180,375,1192,1,1,1,1
1181,57011,1193,3,5,1,1
1182,2850,1194,1,1,1,1
1183,17910,1195,1,3,1,1
1184,6000,1196,1,1,1,1
1185,23960,1197,3,3,1,1
1186,38243,1198,3,4,1,1
1187,12450,1199,0,1,1,1
1188,18372,1200,3,1,1,1
1189,0,1201,1,1,1,1
1190,5565,1202,1,1,1,1
1191,2935,1203,1,1,1,1
1192,827,1204,1,1,1,1
1193,35841,1205,3,4,1,1
1194,0,1206,1,1,1,1
1195,1500,1207,1,1,1,1
1196,1800,1208,1,1,1,1
1197,3250,1209,1,1,1,1
1198,0,1210,1,1,1,1
1199,0,1211,1,1,1,1
1200,3147,1213,1,1,1,1
1201,2000,1214,1,1,1,1
1202,0,1215,1,1,1,1
1203,4296,1216,1,1,1,1
1204,1875,1217,1,1,1,1
1205,1250,1218,1,1,1,1
1206,15300,1219,0,1,1,1
1207,900,1220,1,1,1,1
1208,39098,1221,3,4,1,1
1209,3600,1222,1,1,1,1
1210,38180,1223,3,4,1,1
1211,12504,1224,3,3,1,1
1212,0,1225,1,1,1,1
1213,19669,1226,3,3,1,1
1214,1250,1227,1,1,1,1
1215,40945,1228,3,4,1,1
1216,11981,1229,3,3,1,1
1217,2550,1230,1,1,1,1
1218,0,1231,1,1,1,1
1219,28904,1232,3,1,1,1
1220,9850,1233,0,1,1,1
1221,52449,1234,3,4,1,1
1222,7819,1235,1,1,1,1
1223,13690,1236,3,3,1,1
1224,101110,1237,3,5,1,1
1225,11160,1238,3,2,1,1
1226,101685,1239,3,5,1,1
1227,15835,1240,3,3,1,1
1228,0,1241,1,1,1,1
1229,1600,1242,1,1,1,1
1230,3676,1243,1,1,1,1
1231,0,1244,1,1,1,1
1232,5321,1245,1,2,1,1
1233,16950,1246,1,1,1,1
1234,6155,1247,1,1,1,1
1235,1250,1248,1,1,1,1
1236,6950,1249,0,1,1,1
1237,1350,1250,1,1,1,1
1238,5000,1251,1,1,1,1
1239,0,1252,1,1,1,1
1240,14150,1253,1,1,1,1
1241,13495,1254,1,3,1,1
1242,5577,1255,1,2,1,1
1243,0,1256,1,1,1,1
1244,98717,1257,4,4,1,4
1245,30652,1258,3,3,1,1
1246,2150,1259,1,1,1,1
1247,12538,1260,3,3,1,1
1248,10522,1261,1,2,1,1
1249,11761,1262,3,2,1,1
1250,35226,1263,3,4,1,1
1251,300,1264,1,1,1,1
1252,14559,1265,3,2,1,1
1253,13844,1266,1,3,1,1
1254,17045,1267,3,3,1,1
1255,0,1268,1,1,1,1
1256,25261,1269,3,1,1,1
1257,50,1270,1,1,1,1
1258,53602,1271,3,5,1,1
1259,25153,1272,1,3,1,1
1260,22581,1273,3,3,1,1
1261,5700,1274,1,1,1,1
1262,8425,1275,0,1,1,1
1263,1,1276,1,1,1,1
1264,3105,1277,1,1,1,1
1265,2402,1278,1,1,1,1
1266,40825,1279,3,4,1,1
1267,4500,1280,1,1,1,1
1268,46808,1281,3,4,1,1
1269,62774,1282,3,5,1,1
1270,10819,1283,2,1,3,1
1271,2000,1284,1,1,1,1
1272,1329,1285,1,1,1,1
1273,53468,1286,3,5,1,1
1274,5500,1287,1,1,1,1
1275,4066,1288,1,1,1,1
1276,0,1289,1,1,1,1
1277,24100,1290,1,1,1,1
1278,162,1291,1,1,1,1
1279,8598,1292,1,2,1,1
1280,1375,1293,1,1,1,1
1281,49100,1294,3,4,1,1
1282,32117,1295,3,4,1,1
1283,45824,1296,3,4,1,1
1284,1500,1297,1,1,1,1
1285,63335,1298,3,5,1,1
1286,5140,1299,1,1,1,1
1287,5561,1300,1,2,1,1
1288,56381,1301,3,5,1,1
1289,10250,1302,1,1,1,1
1290,200,1303,1,1,1,1
1291,1000,1304,1,1,1,1
1292,8600,1305,1,1,1,1
1293,67795,1306,3,5,1,1
1294,2250,1307,1,1,1,1
1295,45629,1308,3,4,1,1
1296,0,1309,1,1,1,1
1297,2601,1310,1,1,1,1
1298,9500,1311,0,1,1,1
1299,4374,1312,1,1,1,1
1300,43993,1313,4,3,1,4
1301,0,1314,1,1,1,1
1302,3350,1315,0,1,1,1
1303,5740,1316,1,2,1,1
1304,8500,1317,1,1,1,1
1305,4788,1318,1,1,1,1
1306,58314,1319,3,5,1,1
1307,6785,1320,1,2,1,1
1308,1135,1321,1,1,1,1
1309,0,1322,1,1,1,1
1310,39276,1323,3,4,1,1
1311,3125,1324,1,1,1,1
1312,0,1325,1,1,1,1
1313,26916,1326,3,4,1,1
1314,72965,1327,0,5,1,1
1315,30347,1328,3,4,1,1
1316,20630,1329,1,2,1,1
1317,24630,1330,3,3,1,1
1318,0,1331,1,1,1,1
1319,11268,1332,1,1,1,1
1320,19408,1333,1,3,1,1
1321,77045,1334,3,5,1,1
1322,3750,1335,1,1,1,1
1323,0,1336,1,1,1,1
1324,200,1337,1,1,1,1
1325,49068,1338,3,4,1,1
1326,6558,1339,1,2,1,1
1327,44133,1340,3,4,1,1
1328,2710,1341,1,1,1,1
1329,9192,1342,1,2,1,1
1330,4125,1343,1,1,1,1
1331,99,1344,1,1,1,1
1332,200,1345,1,1,1,1
1333,0,1346,1,1,1,1
1334,0,1347,1,1,1,1
1335,5667,1348,1,1,1,1
1336,3254,1349,1,1,1,1
1337,44298,1350,3,4,1,1
1338,2350,1351,1,1,1,1
1339,20487,1352,3,3,1,1
1340,625,1353,1,1,1,1
1341,12930,1354,3,3,1,1
1342,4752,1355,1,1,1,1
1343,5190,1356,1,1,1,1
1344,21809,1357,3,3,1,1
1345,2200,1358,1,1,1,1
1346,2275,1359,1,1,1,1
1347,24687,1360,3,2,1,1
1348,5720,1361,1,1,1,1
1349,12616,1362,1,3,1,1
1350,750,1363,1,1,1,1
1351,16951,1364,3,3,1,1
1352,33378,1365,3,4,1,1
1353,52278,1366,3,5,1,1
1354,24612,1367,1,2,1,1
1355,10004,1368,1,2,1,1
1356,14712,1369,1,2,1,1
1357,3691,1370,1,1,1,1
1358,35574,1371,3,4,1,1
1359,0,1372,1,1,1,1
1360,0,1373,1,1,1,1
1361,1000,1374,1,1,1,1
1362,23288,1375,3,3,1,1
1363,200,1376,1,1,1,1
1364,98535,1377,3,5,1,1
1365,8940,1378,1,2,1,1
1366,490,1379,1,1,1,1
1367,2500,1380,1,1,1,1
1368,0,1381,1,1,1,1
1369,1100,1382,1,1,1,1
1370,10811,1383,3,3,1,1
1371,0,1384,1,1,1,1
1372,31769,1385,3,4,1,1
1373,2661,1386,1,1,1,1
1374,1550,1387,1,1,1,1
1375,0,1388,1,1,1,1
1376,17587,1389,1,1,1,1
1377,0,1390,1,1,1,1
1378,48193,1392,3,4,1,1
1379,62042,1393,3,5,1,1
1380,20108,1394,3,3,1,1
1381,2570,1395,1,1,1,1
1382,45406,1396,3,4,1,1
1383,7748,1397,2,1,2,1
1384,82255,1398,3,5,1,1
1385,50752,1399,3,4,1,1
1386,17100,1400,1,1,1,1
1387,850,1401,1,1,1,1
1388,5644,1402,3,2,1,1
1389,12755,1403,2,1,2,1
1390,475,1404,1,1,1,1
1391,4625,1405,1,1,1,1
1392,2750,1406,1,1,1,1
1393,100,1407,1,1,1,1
1394,56754,1408,3,5,1,1
1395,23831,1409,3,3,1,1
1396,1100,1410,1,1,1,1
1397,61926,1411,3,5,1,1
1398,0,1412,1,1,1,1
1399,11474,1413,1,3,1,1
1400,15184,1414,1,3,1,1
1401,31975,1415,3,4,1,1
1402,5398,1416,1,1,1,1
1403,5040,1417,1,1,1,1
1404,3300,1418,0,1,1,1
1405,40763,1419,3,4,1,1
1406,36028,1420,3,4,1,1
1407,22206,1421,3,4,1,1
1408,11312,1422,1,3,1,1
1409,0,1423,1,1,1,1
1410,2299,1424,1,1,1,1
1411,77923,1425,3,5,1,1
1412,1647,1426,1,1,1,1
1413,37056,1427,3,4,1,1
1414,62083,1428,3,5,1,1
1415,37173,1429,3,4,1,1
1416,2125,1430,1,1,1,1
1417,6962,1431,1,1,1,1
1418,29188,1432,3,4,1,1
1419,37451,1433,3,4,1,1
1420,37257,1434,3,4,1,1
1421,0,1435,1,1,1,1
1422,92740,1436,3,5,1,1
1423,100,1437,1,1,1,1
1424,14857,1438,1,3,1,1
1425,48670,1439,3,4,1,1
1426,5304,1440,1,1,1,1
1427,15518,1441,1,3,1,1
1428,3600,1442,0,1,1,1
1429,33765,1443,3,4,1,1
1430,44238,1444,3,4,1,1
1431,333,1445,1,1,1,1
1432,1840,1446,1,1,1,1
1433,6250,1447,0,1,1,1
1434,4375,1448,1,1,1,1
1435,450,1449,1,1,1,1
1436,66546,1450,3,5,1,1
1437,4000,1451,1,1,1,1
1438,39163,1452,3,4,1,1
1439,3544,1453,1,1,1,1
1440,1500,1454,1,1,1,1
1441,59645,1455,3,5,1,1
1442,3450,1456,1,1,1,1
1443,2100,1457,1,1,1,1
1444,300,1458,1,1,1,1
1445,11098,1459,1,3,1,1
1446,7251,1460,0,1,1,1
1447,0,1461,1,1,1,1
1448,5835,1462,1,2,1,1
1449,12948,1463,3,3,1,1
1450,51240,1464,3,5,1,1
1451,7206,1465,1,2,1,1
1452,42469,1466,3,4,1,1
1453,37122,1467,3,4,1,1
1454,125,1468,1,1,1,1
1455,33912,1469,3,4,1,1
1456,13060,1470,1,3,1,1
1457,9058,1471,1,2,1,1
1458,10007,1472,1,2,1,1
1459,12584,1473,0,1,1,1
1460,50,1474,1,1,1,1
1461,63679,1475,3,5,1,1
1462,65264,1476,3,5,1,1
1463,47089,1477,3,4,1,1
1464,0,1478,1,1,1,1
1465,380,1479,1,1,1,1
1466,2600,1480,1,1,1,1
1467,11422,1481,1,1,1,1
1468,0,1482,1,1,1,1
1469,10334,1483,1,2,1,1
1470,33923,1484,3,4,1,1
1471,43298,1485,3,4,1,1
1472,0,1486,1,1,1,1
1473,21704,1488,3,3,1,1
1474,0,1489,1,1,1,1
1475,5780,1490,1,1,1,1
1476,27500,1491,0,1,1,1
1477,53804,1492,3,5,1,1
1478,4000,1493,1,1,1,1
1479,56204,1494,3,5,1,1
1480,0,1495,1,1,1,1
1481,45312,1496,3,4,1,1
1482,2375,1497,1,1,1,1
1483,44146,1498,3,4,1,1
1484,4100,1499,1,1,1,1
1485,2520,1500,1,1,1,1
1486,63372,1501,3,5,1,1
1487,0,1502,1,1,1,1
1488,63385,1503,3,4,1,1
1489,8370,1504,0,1,1,1
1490,15214,1505,1,1,1,1
1491,1113,1506,1,1,1,1
1492,1750,1507,1,1,1,1
1493,1586,1508,1,1,1,1
1494,17872,1509,3,3,1,1
1495,569,1510,1,1,1,1
1496,71013,1511,3,5,1,1
1497,950,1512,1,1,1,1
1498,10000,1513,1,1,1,1
1499,2045,1514,1,1,1,1
1500,9275,1515,3,1,1,1
1501,34997,1516,3,3,1,1
1502,1625,1517,1,1,1,1
1503,51765,1518,3,4,1,1
1504,18781,1519,1,1,1,1
1505,27471,1520,3,3,1,1
1506,9889,1521,1,2,1,1
1507,2193,1522,1,1,1,1
1508,1170,1523,1,1,1,1
1509,4375,1524,1,1,1,1
1510,2250,1525,1,1,1,1
1511,0,1526,1,1,1,1
1512,600,1527,1,1,1,1
1513,11564,1528,1,1,1,1
1514,17139,1529,1,3,1,1
1515,540,1530,1,1,1,1
1516,4475,1531,1,1,1,1
1517,8000,1532,1,1,1,1
1518,4000,1533,1,1,1,1
1519,32774,1534,3,4,1,1
1520,5942,1535,0,1,1,1
1521,16671,1536,3,3,1,1
1522,0,1537,1,1,1,1
1523,23592,1538,3,3,1,1
1524,25394,1539,3,3,1,1
1525,55874,1540,3,5,1,1
1526,33949,1541,3,4,1,1
1527,7308,1542,2,1,2,1
1528,4550,1543,1,1,1,1
1529,62650,1544,0,1,1,1
1530,4309,1545,1,1,1,1
1531,4826,1546,1,1,1,1
1532,0,1547,1,1,1,1
1533,25369,1548,3,3,1,1
1534,27166,1549,3,4,1,1
1535,6500,1550,1,1,1,1
1536,35282,1551,3,4,1,1
1537,2125,1552,1,1,1,1
1538,15510,1553,3,3,1,1
1539,68136,1554,3,5,1,1
1540,0,1555,1,1,1,1
1541,9048,1556,2,1,2,1
1542,60922,1557,3,5,1,1
1543,6750,1558,1,1,1,1
1544,0,1559,1,1,1,1
1545,20443,1560,0,3,1,1
1546,71867,1561,3,5,1,1
1547,52013,1562,0,4,1,1
1548,104,1563,1,1,1,1
1549,10369,1564,1,2,1,1
1550,28340,1565,3,4,1,1
1551,3174,1566,1,1,1,1
1552,3658,1567,1,1,1,1
1553,1164,1568,1,1,1,1
1554,965,1569,1,1,1,1
1555,16331,1570,1,3,1,1
1556,8500,1571,1,1,1,1
1557,23492,1572,3,3,1,1
1558,648,1573,1,1,1,1
1559,13018,1574,1,3,1,1
1560,7160,1575,1,2,1,1
1561,0,1576,1,1,1,1
1562,0,1577,1,1,1,1
1563,1700,1578,1,1,1,1
1564,0,1579,1,1,1,1
1565,675,1580,1,1,1,1
1566,20533,1581,1,3,1,1
1567,13000,1582,1,1,1,1
1568,2750,1583,1,1,1,1
1569,78864,1584,3,5,1,1
1570,0,1585,1,1,1,1
1571,1058,1586,1,1,1,1
1572,20839,1587,3,3,1,1
1573,14063,1588,3,3,1,1
1574,6164,1589,1,1,1,1
1575,7742,1590,1,2,1,1
1576,3000,1591,1,1,1,1
1577,6000,1592,1,1,1,1
1578,1273,1593,1,1,1,1
1579,1958,1594,1,1,1,1
1580,0,1595,1,1,1,1
1581,4039,1596,1,1,1,1
1582,255,1597,1,1,1,1
1583,26633,1598,3,3,1,1
1584,16237,1599,3,3,1,1
1585,6139,1600,1,2,1,1
1586,1195,1601,1,1,1,1
1587,1113,1602,1,1,1,1
1588,12500,1603,1,1,1,1
1589,34770,1604,3,4,1,1
1590,4652,1605,1,1,1,1
1591,1500,1606,1,1,1,1
1592,20910,1607,3,3,1,1
1593,30988,1608,0,1,1,1
1594,969,1609,1,1,1,1
1595,5115,1610,0,1,1,1
1596,15500,1611,1,1,1,1
1597,49987,1612,3,4,1,1
1598,4044,1613,1,1,1,1
1599,32316,1614,3,2,1,1
1600,181,1615,1,1,1,1
1601,0,1616,1,1,1,1
1602,75509,1617,3,5,1,1
1603,0,1618,1,1,1,1
1604,7346,1619,1,2,1,1
1605,50888,1620,3,4,1,1
1606,500,1621,1,1,1,1
1607,1000,1622,1,1,1,1
1608,2375,1623,1,1,1,1
1609,6000,1624,1,1,1,1
1610,1000,1625,1,1,1,1
1611,3070,1626,1,1,1,1
1612,36476,1627,3,4,1,1
1613,47270,1628,3,4,1,1
1614,303,1629,1,1,1,1
1615,33237,1630,3,4,1,1
1616,25962,1631,3,3,1,1
1617,1188,1632,1,1,1,1
1618,102840,1633,3,5,1,1
1619,56890,1634,3,5,1,1
1620,11430,1635,0,1,1,1
1621,0,1636,1,1,1,1
1622,27200,1637,3,4,1,1
1623,10121,1638,0,1,1,1
1624,40533,1640,3,4,1,1
1625,22973,1641,1,2,1,1
1626,27148,1642,3,3,1,1
1627,5500,1643,1,1,1,1
1628,30299,1644,3,4,1,1
1629,12241,1645,1,3,1,1
1630,28325,1646,3,4,1,1
1631,2587,1647,1,1,1,1
1632,58745,1648,3,5,1,1
1633,120983,1649,3,5,1,1
1634,23718,1650,3,3,1,1
1635,17638,1651,3,3,1,1
1636,815,1652,1,1,1,1
1637,17490,1653,3,3,1,1
1638,0,1654,1,1,1,1
1639,68988,1655,3,4,1,1
1640,2737,1656,1,1,1,1
1641,48140,1657,3,4,1,1
1642,94161,1658,3,5,1,1
1643,20918,1659,1,3,1,1
1644,13635,1660,1,2,1,1
1645,35314,1661,3,4,1,1
1646,100,1662,1,1,1,1
1647,23572,1663,1,3,1,1
1648,4164,1664,1,1,1,1
1649,0,1665,1,1,1,1
1650,31961,1666,3,4,1,1
1651,45167,1667,3,4,1,1
1652,12900,1668,1,1,1,1
1653,24046,1669,3,3,1,1
1654,12678,1670,1,3,1,1
1655,13301,1671,3,3,1,1
1656,37889,1672,3,4,1,1
1657,51335,1673,3,5,1,1
1658,1766,1674,1,1,1,1
1659,10500,1675,1,1,1,1
1660,3450,1676,1,1,1,1
1661,1100,1677,1,1,1,1
1662,48932,1678,3,4,1,1
1663,28756,1679,3,4,1,1
1664,2750,1680,1,1,1,1
1665,0,1681,1,1,1,1
1666,55903,1682,3,4,1,1
1667,3103,1683,1,1,1,1
1668,3833,1684,1,1,1,1
1669,15942,1685,1,1,1,1
1670,130,1686,1,1,1,1
1671,78931,1687,3,5,1,1
1672,0,1688,1,1,1,1
1673,47848,1689,3,4,1,1
1674,31226,1690,3,4,1,1
1675,7720,1691,1,1,1,1
1676,11611,1692,0,1,1,1
1677,1950,1693,1,1,1,1
1678,4413,1694,1,1,1,1
1679,4400,1695,1,1,1,1
1680,119512,1696,3,5,1,1
1681,45113,1697,3,4,1,1
1682,4100,1698,1,1,1,1
1683,67836,1699,3,5,1,1
1684,500,1700,1,1,1,1
1685,19137,1701,1,1,1,1
1686,3175,1702,1,1,1,1
1687,52423,1703,3,4,1,1
1688,28723,1704,3,4,1,1
1689,23821,1705,3,3,1,1
1690,23871,1706,3,3,1,1
1691,59855,1707,3,5,1,1
1692,29318,1708,3,4,1,1
1693,3150,1709,1,1,1,1
1694,16070,1710,1,1,1,1
1695,9557,1711,1,1,1,1
1696,375,1712,1,1,1,1
1697,2875,1713,1,1,1,1
1698,10200,1714,1,1,1,1
1699,15720,1715,3,3,1,1
1700,8322,1716,1,2,1,1
1701,6772,1717,1,1,1,1
1702,29117,1718,3,4,1,1
1703,27415,1719,3,3,1,1
1704,7776,1720,1,2,1,1
1705,3794,1721,1,1,1,1
1706,17289,1722,3,3,1,1
1707,62973,1723,3,5,1,1
1708,2250,1724,1,1,1,1
1709,5175,1725,1,1,1,1
1710,66817,1726,3,5,1,1
1711,330,1727,1,1,1,1
1712,6875,1728,1,2,1,1
1713,0,1729,1,1,1,1
1714,11221,1730,1,2,1,1
1715,0,1731,1,1,1,1
1716,16874,1732,3,3,1,1
1717,43914,1733,3,4,1,1
1718,74990,1734,3,5,1,1
1719,616,1735,1,1,1,1
1720,0,1736,1,1,1,1
1721,52755,1737,3,4,1,1
1722,62023,1738,3,5,1,1
1723,40522,1739,3,4,1,1
1724,41377,1740,3,4,1,1
1725,63621,1741,3,5,1,1
1726,0,1742,1,1,1,1
1727,27889,1743,3,4,1,1
1728,25590,1744,0,3,1,1
1729,1202,1745,1,1,1,1
1730,26149,1746,3,4,1,1
1731,21958,1747,3,3,1,1
1732,31280,1748,1,1,1,1
1733,68947,1749,3,5,1,1
1734,660,1750,1,1,1,1
1735,60,1751,1,1,1,1
1736,35874,1752,3,4,1,1
1737,4600,1753,1,1,1,1
1738,27177,1754,3,4,1,1
1739,3402,1755,1,1,1,1
1740,70503,1756,3,5,1,1
1741,0,1757,1,1,1,1
1742,0,1758,1,1,1,1
1743,2000,1759,1,1,1,1
1744,31956,1760,3,4,1,1
1745,1162,1761,1,1,1,1
1746,26669,1762,3,4,1,1
1747,4635,1763,1,1,1,1
1748,1500,1764,1,1,1,1
1749,550,1765,1,1,1,1
1750,929,1766,1,1,1,1
1751,38612,1767,3,4,1,1
1752,21210,1768,1,1,1,1
1753,18507,1769,3,3,1,1
1754,1643,1770,1,1,1,1
1755,9959,1771,1,1,1,1
1756,9006,1772,1,2,1,1
1757,20844,1773,1,1,1,1
1758,1000,1774,1,1,1,1
1759,7232,1775,1,1,1,1
1760,11654,1776,3,3,1,1
1761,3667,1777,1,1,1,1
1762,1230,1778,1,1,1,1
1763,15505,1779,3,3,1,1
1764,2000,1780,1,1,1,1
1765,30480,1781,3,3,1,1
1766,33420,1782,3,4,1,1
1767,13577,1783,3,3,1,1
1768,14195,1784,1,3,1,1
1769,0,1785,1,1,1,1
1770,6505,1786,1,1,1,1
1771,16930,1787,3,3,1,1
1772,500,1788,1,1,1,1
